route_code,route_name,route_type,stop_order,stop_name,latitude,longitude,source,fix_note,also_known_as
EV2,Bahria Town - Malir Halt,EV Bus,4,Jamali Pull,24.973261,67.118405,geocoded_verified_fixed,"verified: Jamali Pull bus stop, Gulzar-e-Hijri (Northern Bypass)",
EV2,Bahria Town - Malir Halt,EV Bus,5,Baqai University,24.9160963,67.0308507,original,,
EV2,Bahria Town - Malir Halt,EV Bus,6,Tank Chowk,24.9125582,67.1859867,original,,
EV2,Bahria Town - Malir Halt,EV Bus,7,Model Colony Mor,24.9064673,67.1854632,original,,Model Mor
EV2,Bahria Town - Malir Halt,EV Bus,8,Security Printing Press,24.889157,67.179022,geocoded_verified_fixed,"verified: Pakistan Security Printing Corporation, Malir",
EV2,Bahria Town - Malir Halt,EV Bus,9,Malir Halt,24.88473238,67.17530796,original,,
EV3,Malir Cantt - Numaish,EV Bus,1,Malir Cantt (Check Post 6),24.91310604,67.19857737,original,,Malir Cantt Gate 6
EV3,Malir Cantt - Numaish,EV Bus,2,Mausamiyat,24.93748255,67.14450823,original,,Mausamiyat Chowrangi
EV3,Malir Cantt - Numaish,EV Bus,3,Safoora,24.88227667,67.14885261,original,,Safoora Chowrangi
EV3,Malir Cantt - Numaish,EV Bus,4,Kamran Chowrangi,24.9237215,67.137763,original,,
EV3,Malir Cantt - Numaish,EV Bus,5,Johar Chowrangi,24.9240802,67.1138217,original,,
EV3,Malir Cantt - Numaish,EV Bus,6,University,24.8787907,67.04753855,original,,Fast University
EV3,Malir Cantt - Numaish,EV Bus,7,Johar Mor,24.903414,67.114463,geocoded_verified_fixed,"verified: Johar Mor Bridge, Gulistan-e-Johar",
EV3,Malir Cantt - Numaish,EV Bus,8,Millennium Mall,24.9012452,67.1157406,original,,
EV3,Malir Cantt - Numaish,EV Bus,9,Numaish Chowrangi,24.8733627,67.0359938,original,,Numaish
EV4,Bahria Town - Ayesha Manzil,EV Bus,1,Bahria Town,24.9940186,67.3168881,original,,
EV4,Bahria Town - Ayesha Manzil,EV Bus,2,M9 Toll Plaza,24.86122718,67.02826291,original,,
EV4,Bahria Town - Ayesha Manzil,EV Bus,3,Jamali Pull,24.973261,67.118405,geocoded_verified_fixed,"verified: Jamali Pull bus stop, Gulzar-e-Hijri (Northern Bypass)",
EV4,Bahria Town - Ayesha Manzil,EV Bus,4,New Sabzi Mandi,24.99389573,67.15636147,original,,
EV4,Bahria Town - Ayesha Manzil,EV Bus,5,Al Asif,24.9510215,67.0915684,original,,Al Asif
EV4,Bahria Town - Ayesha Manzil,EV Bus,6,Sohrab Goth,24.9436845,67.0843456,original,,Sohrab Goth
EV4,Bahria Town - Ayesha Manzil,EV Bus,7,Nagan Chowrangi,24.9650421,67.0668664,original,,
EV4,Bahria Town - Ayesha Manzil,EV Bus,8,Ayesha Manzil,24.85579905,67.01541425,original,,
EV5,DHA City - Sohrab Goth,EV Bus,1,DHA City,24.98984,67.461263,geocoded_verified_fixed,"verified: DHA City (far east, near Bahria Town)",
EV5,DHA City - Sohrab Goth,EV Bus,2,Dumba Goth,24.9806191,67.2393557,original,,
EV5,DHA City - Sohrab Goth,EV Bus,3,M9 Toll Plaza,24.86122718,67.02826291,original,,
EV5,DHA City - Sohrab Goth,EV Bus,4,Jamali Pull,24.973261,67.118405,geocoded_verified_fixed,"verified: Jamali Pull bus stop, Gulzar-e-Hijri (Northern Bypass)",
EV5,DHA City - Sohrab Goth,EV Bus,5,New Sabzi Mandi,24.99389573,67.15636147,original,,
EV5,DHA City - Sohrab Goth,EV Bus,6,Al Asif,24.9510215,67.0915684,original,,Al Asif
EV5,DHA City - Sohrab Goth,EV Bus,7,Sohrab Goth,24.9436845,67.0843456,original,,Sohrab Goth
BRT-Green,BRT Green Line,BRT,1,Power House Chowrangi,24.9529226,67.0774852,original,,Power House
BRT-Green,BRT Green Line,BRT,2,Abdullah Chowk,24.9221085,67.1156538,original,,
BRT-Green,BRT Green Line,BRT,3,Surjani KDA,25.031672,67.069453,geocoded_verified_fixed,verified: Surjani Town Green Bus Terminal area,
BRT-Green,BRT Green Line,BRT,4,Karimi Chowrangi,25.012417,67.066636,geocoded_verified_fixed,"verified: Karimi Chowrangi Green Line BRT station, Surjani Town (was wrongly duplicated with 4K Chowrangi's coords)",
BRT-Green,BRT Green Line,BRT,5,4K Chowrangi,25.006206,67.064763,geocoded_verified_fixed,"verified: 4K Chowrangi, Sector 5-D New Karachi (was wrongly duplicated with Karimi Chowrangi's coords)",
BRT-Green,BRT Green Line,BRT,6,2 Mint Chowrangi,25.00057259,67.06491635,original,,
BRT-Green,BRT Green Line,BRT,7,Aisha Complex,24.9265667,67.065173,original,,
BRT-Green,BRT Green Line,BRT,8,Erum Shopping,24.958362,67.06229,geocoded_verified_fixed,"verified: Erum Shopping Emporium, Sector 15-A (fits between Aisha Complex & Sakhi Hasan on Green Line)",
BRT-Green,BRT Green Line,BRT,9,Sakhi Hasan Chowrangi,24.9557798,67.0547588,original,,
BRT-Green,BRT Green Line,BRT,10,Five Star Chowrangi,24.9427233,67.0476057,original,,
BRT-Green,BRT Green Line,BRT,11,Hyderi Bus/Market,24.93622,67.0439858,original,,
BRT-Green,BRT Green Line,BRT,12,KDA Chowrangi,24.9314051,67.0375124,original,,
BRT-Green,BRT Green Line,BRT,13,Board Office,24.85388415,67.02427281,original,,
BRT-Green,BRT Green Line,BRT,14,Nazimabad No. 7,24.9161806,67.0345881,original,,
BRT-Green,BRT Green Line,BRT,15,Nazimabad No. 6,24.917526,67.031313,geocoded_verified_fixed,verified: Green Line stop near Nazimabad Block 3 (was wrongly identical to No.1/Model Park/Annu Bhai Park),
BRT-Green,BRT Green Line,BRT,16,Annu Bhai Park,24.916946,67.031297,geocoded_verified_fixed,verified: Annu Bhai Park BRT Green Line station,
BRT-Green,BRT Green Line,BRT,17,Model Park,24.904952,67.031334,geocoded_verified_fixed,verified: Nazimabad Model Park (was wrongly identical to Nazimabad No.1/No.6/Annu Bhai Park),
BRT-Green,BRT Green Line,BRT,18,Nazimabad No. 1,24.90642,67.03096,geocoded_verified_fixed,"verified: Enquiry Office BRT station, Block 1 Nazimabad (was wrongly identical to No.6/Model Park/Annu Bhai Park)",
BRT-Green,BRT Green Line,BRT,19,Lasbela,24.8873906,67.0330192,original,,
BRT-Green,BRT Green Line,BRT,20,Guru Mandir,24.880367,67.039137,geocoded_verified_fixed,verified: Gurumandar bus stop/chowrangi,
BRT-Green,BRT Green Line,BRT,21,Numaish Chowrangi,24.8733627,67.0359938,original,,Numaish
BRT-Orange,BRT Orange Line,BRT,1,Yousuf Goth area terminus,24.8602104,67.258722,original,,
BRT-Orange,BRT Orange Line,BRT,2,Nadra Center,24.87139284,67.19765754,original,,Nadra Center Malir
BRT-Orange,BRT Orange Line,BRT,3,Police Station Shahrah-e-Noor Jahan,24.9424363,67.0351801,original,,
BRT-Orange,BRT Orange Line,BRT,4,Abdullah College,24.85674345,66.99166857,original,,
BRT-Orange,BRT Orange Line,BRT,5,Board Office,24.85388415,67.02427281,original,,
